transaction_id,customer_id,product_category,product_name,quantity,unit_price,total_price,discount_applied,purchase_date,payment_method,final_price,purchase_year,purchase_month,purchase_type,price_category,transaction_flag
10215,2243,Beauty,Foundation,4,198.73,794.92,0.05,2024-03-22,credit_card,755.174,2024,March,single item,High,High Value
10216,2086,Toys,Board Game,9,444.9,4004.1,0.05,2024-07-20,paypal,3803.8949999999995,2024,July,bulk,High,High Value
10217,2796,Beauty,Skincare Set,4,123.91,495.64,0.15,2024-01-06,credit_card,421.294,2024,January,single item,High,High Value
10218,2578,Electronics,Tablet,10,143.71,1437.1,0.0,2024-05-16,credit_card,1437.1,2024,May,bulk,High,High Value
10219,2682,Electronics,Tablet,10,31.29,312.9,0.15,2024-09-04,bank_transfer,265.965,2024,September,bulk,Medium,High Value
10220,2557,Clothing,Jacket,8,398.81,3190.48,0.15,2024-03-24,bank_transfer,2711.908,2024,March,bulk,High,High Value
10221,2574,Home & kitchen,Vacuum Cleaner,5,211.44,1057.2,0.1,2025-01-23,bank_transfer,951.48,2025,January,single item,High,High Value
10222,2953,Electronics,Headphones,10,118.41,1184.1,0.0,2023-04-17,bank_transfer,1184.1,2023,April,bulk,High,High Value
10223,2646,Toys,Doll,1,119.74,119.74,0.1,2024-11-08,bank_transfer,107.76599999999999,2024,November,single item,High,High Value
10224,2796,Home & kitchen,Blender,7,451.19,3158.33,0.1,2023-12-04,credit_card,2842.497,2023,December,bulk,High,High Value
10225,2028,Books,Non-Fiction,3,417.79,1253.37,0.1,2024-01-05,bank_transfer,1128.033,2024,January,single item,High,High Value
10226,2620,Beauty,Foundation,10,279.0,2790.0,0.15,2024-04-17,bank_transfer,2371.5,2024,April,bulk,High,High Value
10227,2556,Home & kitchen,Vacuum Cleaner,8,309.97,2479.76,0.0,2023-05-27,bank_transfer,2479.76,2023,May,bulk,High,High Value
10228,2340,Beauty,Skincare Set,3,239.79,719.37,0.15,2024-08-24,paypal,611.4645,2024,August,single item,High,High Value
10229,2798,Home & kitchen,Blender,1,198.87,198.87,0.1,2024-08-10,credit_card,178.983,2024,August,single item,High,High Value
10230,2958,Books,Fiction,5,458.16,2290.8,0.1,2024-07-28,credit_card,2061.7200000000003,2024,July,single item,High,High Value
10231,2331,Electronics,Smartphone,2,67.18,134.36,0.05,2024-12-09,paypal,127.64200000000001,2024,December,single item,Medium,High Value
10232,2640,Books,Comics,4,212.13,848.52,0.1,2024-07-27,bank_transfer,763.668,2024,July,single item,High,High Value
10233,2506,Electronics,Laptop,1,175.56,175.56,0.05,2023-12-22,bank_transfer,166.78199999999998,2023,December,single item,High,High Value
10234,2348,Electronics,Tablet,9,251.58,2264.2200000000003,0.15,2024-10-27,credit_card,1924.5870000000002,2024,October,bulk,High,High Value
10235,2473,Beauty,Skincare Set,6,231.53,1389.18,0.0,2023-09-16,bank_transfer,1389.18,2023,September,bulk,High,High Value
10236,2231,Toys,Doll,8,261.85,2094.8,0.05,2023-04-15,paypal,1990.0600000000002,2023,April,bulk,High,High Value
10237,2190,Books,Non-Fiction,4,74.26,297.04,0.1,2023-09-15,paypal,267.336,2023,September,single item,Medium,High Value
10238,2225,Home & kitchen,Vacuum Cleaner,9,259.01,2331.09,0.0,2024-01-14,paypal,2331.09,2024,January,bulk,High,High Value
10239,2385,Books,Non-Fiction,2,125.0,250.0,0.15,2024-10-25,bank_transfer,212.5,2024,October,single item,High,High Value
10240,2377,Beauty,Skincare Set,9,96.24,866.16,0.0,2023-05-13,paypal,866.16,2023,May,bulk,Medium,High Value
10241,2283,Electronics,Smartphone,5,37.09,185.45,0.1,2023-04-04,bank_transfer,166.905,2023,April,single item,Medium,High Value
10242,2958,Beauty,Skincare Set,6,382.51,2295.06,0.05,2024-06-18,paypal,2180.307,2024,June,bulk,High,High Value
10243,2633,Clothing,T-Shirt,3,216.58,649.74,0.0,2023-12-17,paypal,649.74,2023,December,single item,High,High Value
10244,2628,Clothing,Sneakers,4,315.19,1260.76,0.1,2024-12-19,credit_card,1134.684,2024,December,single item,High,High Value
10245,2973,Home & kitchen,Cookware,6,365.16,2190.96,0.15,2023-07-11,paypal,1862.316,2023,July,bulk,High,High Value
10246,2745,Beauty,Foundation,7,341.26,2388.82,0.1,2023-04-05,credit_card,2149.938,2023,April,bulk,High,High Value
10247,2259,Home & kitchen,Blender,1,237.9,237.9,0.05,2024-11-19,paypal,226.005,2024,November,single item,High,High Value
10248,2359,Home & kitchen,Cookware,7,197.01,1379.07,0.0,2023-08-21,credit_card,1379.07,2023,August,bulk,High,High Value
10249,2710,Clothing,Jacket,1,191.1,191.1,0.05,2024-10-09,paypal,181.545,2024,October,single item,High,High Value
10250,2456,Home & kitchen,Microwave,5,321.82,1609.1,0.0,2024-04-03,paypal,1609.1,2024,April,single item,High,High Value
10251,2411,Clothing,Jeans,6,249.92,1499.52,0.05,2023-07-10,credit_card,1424.5439999999999,2023,July,bulk,High,High Value
10252,2649,Electronics,Tablet,2,425.32,850.64,0.0,2025-04-03,bank_transfer,850.64,2025,April,single item,High,High Value
10253,2318,Beauty,Lipstick,10,437.98,4379.8,0.05,2024-09-13,bank_transfer,4160.81,2024,September,bulk,High,High Value
10254,2677,Home & kitchen,Microwave,9,89.43,804.8700000000001,0.1,2024-02-19,credit_card,724.3830000000002,2024,February,bulk,Medium,High Value
10255,2225,Clothing,Jeans,10,72.44,724.4,0.05,2023-02-06,bank_transfer,688.18,2023,February,bulk,Medium,High Value
10256,2819,Books,Biography,6,317.05,1902.3,0.15,2024-10-20,paypal,1616.955,2024,October,bulk,High,High Value
10257,2234,Home & kitchen,Cookware,7,154.11,1078.77,0.0,2024-06-15,bank_transfer,1078.77,2024,June,bulk,High,High Value
10258,2684,Toys,Action Figure,10,14.19,141.9,0.05,2023-12-11,bank_transfer,134.805,2023,December,bulk,Low,High Value
10259,2664,Electronics,Headphones,8,444.88,3559.04,0.05,2024-12-07,credit_card,3381.0879999999997,2024,December,bulk,High,High Value
10260,2975,Electronics,Smartphone,10,117.32,1173.1999999999998,0.0,2023-09-15,credit_card,1173.1999999999998,2023,September,bulk,High,High Value
10261,2827,Books,Biography,1,464.99,464.99,0.0,2023-06-20,paypal,464.99,2023,June,single item,High,High Value
10262,2374,Clothing,Jacket,8,360.13,2881.04,0.15,2024-05-04,bank_transfer,2448.884,2024,May,bulk,High,High Value
10263,2672,Home & kitchen,Microwave,4,382.51,1530.04,0.0,2024-05-22,bank_transfer,1530.04,2024,May,single item,High,High Value
10264,2608,Clothing,Jeans,10,104.72,1047.2,0.05,2023-07-04,credit_card,994.84,2023,July,bulk,High,High Value
10265,2472,Electronics,Headphones,8,120.93,967.44,0.1,2025-12-03,bank_transfer,870.696,2025,December,bulk,High,High Value
10266,2233,Clothing,T-Shirt,6,263.03,1578.1799999999998,0.1,2023-07-28,paypal,1420.3619999999999,2023,July,bulk,High,High Value
10267,2692,Electronics,Smartphone,9,90.19,811.71,0.0,2023-12-23,bank_transfer,811.71,2023,December,bulk,Medium,High Value
10268,2113,Clothing,Jeans,4,156.19,624.76,0.1,2023-11-12,bank_transfer,562.284,2023,November,single item,High,High Value
10269,2830,Books,Biography,2,164.12,328.24,0.05,2023-05-17,paypal,311.828,2023,May,single item,High,High Value
10270,2497,Beauty,Foundation,2,84.02,168.04,0.0,2023-06-18,paypal,168.04,2023,June,single item,Medium,High Value
10271,2442,Books,Comics,5,106.57,532.8499999999999,0.1,2024-02-18,credit_card,479.56499999999994,2024,February,single item,High,High Value
10272,2564,Books,Comics,10,395.33,3953.3,0.0,2025-03-08,credit_card,3953.3,2025,March,bulk,High,High Value
10273,2268,Beauty,Lipstick,9,87.76,789.84,0.0,2024-11-27,paypal,789.84,2024,November,bulk,Medium,High Value
10274,2510,Beauty,Skincare Set,3,19.09,57.27,0.0,2023-04-20,credit_card,57.27,2023,April,single item,Low,Normal Txn
10275,2807,Home & kitchen,Vacuum Cleaner,8,316.53,2532.24,0.1,2025-01-22,bank_transfer,2279.016,2025,January,bulk,High,High Value
10276,2386,Home & kitchen,Vacuum Cleaner,4,488.11,1952.44,0.05,2024-11-11,paypal,1854.818,2024,November,single item,High,High Value
10277,2387,Books,Biography,6,168.95,1013.7,0.0,2024-09-12,paypal,1013.7,2024,September,bulk,High,High Value
10278,2113,Books,Biography,10,63.73,637.3,0.1,2024-12-06,credit_card,573.5699999999999,2024,December,bulk,Medium,High Value
10279,2613,Electronics,Tablet,6,287.34,1724.04,0.05,2024-01-06,bank_transfer,1637.838,2024,January,bulk,High,High Value
10280,2625,Electronics,Smartphone,3,453.65,1360.9499999999998,0.15,2023-12-05,paypal,1156.8075,2023,December,single item,High,High Value
10281,2952,Home & kitchen,Cookware,5,393.11,1965.55,0.1,2023-04-06,bank_transfer,1768.995,2023,April,single item,High,High Value
10282,2081,Toys,Doll,3,313.15,939.45,0.0,2024-11-15,credit_card,939.45,2024,November,single item,High,High Value
10283,2699,Toys,Lego,1,160.95,160.95,0.15,2024-04-18,bank_transfer,136.80749999999998,2024,April,single item,High,High Value
10284,2113,Home & kitchen,Blender,7,273.23,1912.61,0.1,2025-09-03,bank_transfer,1721.349,2025,September,bulk,High,High Value
10285,2002,Electronics,Tablet,4,50.17,200.68,0.1,2024-10-09,credit_card,180.61200000000002,2024,October,single item,Medium,High Value
10286,2642,Electronics,Smartphone,7,341.08,2387.56,0.1,2024-03-05,bank_transfer,2148.804,2024,March,bulk,High,High Value
10287,2220,Toys,Board Game,3,363.92,1091.76,0.1,2024-09-28,credit_card,982.5840000000001,2024,September,single item,High,High Value
10288,2566,Clothing,Jeans,5,482.69,2413.45,0.15,2024-10-06,credit_card,2051.4325,2024,October,single item,High,High Value
10289,2855,Clothing,T-Shirt,5,133.9,669.5,0.1,2024-08-11,paypal,602.5500000000001,2024,August,single item,High,High Value
10290,2997,Electronics,Tablet,2,14.14,28.28,0.05,2024-03-13,credit_card,26.866,2024,March,single item,Low,Normal Txn
10291,2736,Clothing,T-Shirt,10,275.08,2750.8,0.0,2023-11-09,credit_card,2750.8,2023,November,bulk,High,High Value
10292,2225,Beauty,Lipstick,2,354.86,709.72,0.05,2024-09-16,bank_transfer,674.234,2024,September,single item,High,High Value
10293,2385,Home & kitchen,Vacuum Cleaner,4,396.25,1585.0,0.1,2024-01-14,bank_transfer,1426.5,2024,January,single item,High,High Value
10294,2403,Home & kitchen,Vacuum Cleaner,4,100.9,403.6,0.0,2023-04-04,credit_card,403.6,2023,April,single item,High,High Value
10295,2638,Electronics,Smartphone,4,134.57,538.28,0.1,2023-05-17,paypal,484.452,2023,May,single item,High,High Value
10296,2130,Books,Fiction,6,258.73,1552.38,0.0,2024-09-30,credit_card,1552.38,2024,September,bulk,High,High Value
10297,2053,Toys,Action Figure,2,168.65,337.3,0.15,2024-01-12,paypal,286.705,2024,January,single item,High,High Value
10298,2684,Electronics,Headphones,6,430.95,2585.7,0.15,2024-05-09,bank_transfer,2197.845,2024,May,bulk,High,High Value
10299,2730,Clothing,T-Shirt,7,239.51,1676.57,0.15,2024-07-01,paypal,1425.0845,2024,July,bulk,High,High Value
10300,2672,Toys,Board Game,10,400.79,4007.9,0.05,2024-08-08,paypal,3807.505,2024,August,bulk,High,High Value
10301,2710,Books,Biography,3,292.41,877.23,0.0,2024-07-29,credit_card,877.23,2024,July,single item,High,High Value
10302,2416,Clothing,Sneakers,8,387.68,3101.44,0.0,2025-01-24,bank_transfer,3101.44,2025,January,bulk,High,High Value
10303,2247,Beauty,Foundation,2,169.67,339.34,0.05,2023-06-10,paypal,322.37299999999993,2023,June,single item,High,High Value
10304,2836,Clothing,Jacket,8,416.55,3332.4,0.05,2024-10-26,credit_card,3165.7799999999997,2024,October,bulk,High,High Value
10305,2439,Beauty,Foundation,5,140.91,704.55,0.0,2024-01-14,credit_card,704.55,2024,January,single item,High,High Value
10306,2203,Toys,Lego,2,275.32,550.64,0.05,2024-10-30,paypal,523.108,2024,October,single item,High,High Value
10307,2184,Beauty,Foundation,7,110.93,776.51,0.0,2025-01-07,bank_transfer,776.51,2025,January,bulk,High,High Value
10308,2123,Toys,Lego,2,240.39,480.78,0.15,2023-11-22,credit_card,408.66299999999995,2023,November,single item,High,High Value
10309,2401,Toys,Lego,6,162.5,975.0,0.05,2024-12-10,bank_transfer,926.25,2024,December,bulk,High,High Value
10310,2767,Toys,Doll,10,137.02,1370.2,0.1,2023-11-07,credit_card,1233.18,2023,November,bulk,High,High Value
10311,2294,Toys,Board Game,3,483.66,1450.98,0.1,2024-12-09,paypal,1305.882,2024,December,single item,High,High Value
10312,2280,Toys,Board Game,9,84.24,758.16,0.05,2023-09-07,credit_card,720.252,2023,September,bulk,Medium,High Value
10313,2837,Clothing,Jeans,3,394.73,1184.19,0.05,2024-06-08,paypal,1124.9805,2024,June,single item,High,High Value
10314,2884,Toys,Doll,3,492.16,1476.48,0.15,2023-06-19,bank_transfer,1255.008,2023,June,single item,High,High Value
10315,2610,Clothing,Sneakers,5,14.85,74.25,0.15,2023-06-07,bank_transfer,63.1125,2023,June,single item,Low,Normal Txn
10316,2198,Toys,Doll,7,351.02,2457.14,0.15,2024-09-03,credit_card,2088.569,2024,September,bulk,High,High Value
10317,2982,Beauty,Lipstick,8,130.19,1041.52,0.0,2023-08-05,credit_card,1041.52,2023,August,bulk,High,High Value
10318,2907,Toys,Board Game,7,25.04,175.28,0.1,2023-06-01,paypal,157.752,2023,June,bulk,Medium,High Value
10319,2511,Books,Non-Fiction,9,204.43,1839.87,0.15,2023-04-28,bank_transfer,1563.8894999999998,2023,April,bulk,High,High Value
10320,2752,Toys,Board Game,5,467.93,2339.65,0.1,2024-12-30,credit_card,2105.685,2024,December,single item,High,High Value
10321,2144,Toys,Lego,10,10.82,108.2,0.05,2024-12-15,credit_card,102.78999999999999,2024,December,bulk,Low,High Value
10322,2609,Beauty,Skincare Set,3,296.0,888.0,0.1,2023-10-20,credit_card,799.2,2023,October,single item,High,High Value
10323,2201,Home & kitchen,Blender,6,253.19,1519.14,0.05,2023-12-11,paypal,1443.183,2023,December,bulk,High,High Value
10324,2124,Beauty,Lipstick,5,437.33,2186.65,0.05,2024-09-30,credit_card,2077.3175,2024,September,single item,High,High Value
10325,2187,Books,Non-Fiction,4,46.58,186.32,0.1,2025-01-30,paypal,167.688,2025,January,single item,Medium,High Value
10326,2326,Home & kitchen,Cookware,2,342.36,684.72,0.05,2024-03-07,bank_transfer,650.484,2024,March,single item,High,High Value
10327,2464,Electronics,Laptop,7,341.65,2391.55,0.0,2024-04-01,credit_card,2391.55,2024,April,bulk,High,High Value
10328,2349,Electronics,Smartphone,5,336.19,1680.95,0.1,2024-09-09,bank_transfer,1512.855,2024,September,single item,High,High Value
10329,2771,Books,Comics,4,471.46,1885.84,0.15,2024-06-06,credit_card,1602.964,2024,June,single item,High,High Value
10330,2660,Beauty,Foundation,8,412.43,3299.44,0.05,2023-08-24,credit_card,3134.468,2023,August,bulk,High,High Value
10331,2764,Clothing,T-Shirt,9,25.78,232.02,0.05,2024-11-23,credit_card,220.419,2024,November,bulk,Medium,High Value
10332,2955,Books,Fiction,9,238.19,2143.71,0.1,2024-10-26,paypal,1929.3390000000002,2024,October,bulk,High,High Value
10333,2932,Home & kitchen,Blender,3,201.99,605.97,0.1,2024-12-22,paypal,545.373,2024,December,single item,High,High Value
10334,2403,Home & kitchen,Cookware,3,158.52,475.56000000000006,0.15,2023-07-03,bank_transfer,404.22600000000006,2023,July,single item,High,High Value
10335,2346,Toys,Doll,5,228.41,1142.05,0.1,2023-02-08,paypal,1027.845,2023,February,single item,High,High Value
10336,2963,Electronics,Laptop,5,195.18,975.9,0.1,2024-09-26,bank_transfer,878.31,2024,September,single item,High,High Value
10337,2511,Home & kitchen,Blender,10,219.01,2190.1,0.05,2024-04-09,bank_transfer,2080.595,2024,April,bulk,High,High Value
10338,2147,Books,Non-Fiction,2,489.73,979.46,0.05,2023-09-08,paypal,930.487,2023,September,single item,High,High Value
10339,2148,Home & kitchen,Cookware,1,48.87,48.87,0.15,2024-09-07,credit_card,41.5395,2024,September,single item,Medium,Normal Txn
10340,2864,Books,Biography,8,461.5,3692.0,0.05,2023-10-01,paypal,3507.3999999999996,2023,October,bulk,High,High Value
10341,2711,Clothing,Jeans,3,242.72,728.16,0.05,2025-01-21,credit_card,691.752,2025,January,single item,High,High Value
10342,2820,Toys,Action Figure,1,313.75,313.75,0.05,2023-04-19,paypal,298.0625,2023,April,single item,High,High Value
10343,2489,Electronics,Headphones,1,415.94,415.94,0.1,2024-09-21,paypal,374.346,2024,September,single item,High,High Value
10344,2929,Home & kitchen,Vacuum Cleaner,2,183.43,366.86,0.05,2023-08-25,paypal,348.517,2023,August,single item,High,High Value
10345,2936,Books,Biography,6,218.06,1308.36,0.05,2024-04-19,paypal,1242.9419999999998,2024,April,bulk,High,High Value
10346,2640,Beauty,Perfume,6,207.71,1246.26,0.05,2023-11-20,paypal,1183.947,2023,November,bulk,High,High Value
10347,2551,Electronics,Smartphone,3,190.49,571.47,0.15,2024-02-09,bank_transfer,485.7495,2024,February,single item,High,High Value
10348,2338,Clothing,Jacket,4,463.14,1852.56,0.15,2025-09-03,paypal,1574.676,2025,September,single item,High,High Value
10349,2872,Books,Fiction,2,415.32,830.64,0.1,2023-09-21,credit_card,747.576,2023,September,single item,High,High Value
10350,2641,Toys,Doll,2,58.95,117.9,0.1,2024-07-16,credit_card,106.11000000000001,2024,July,single item,Medium,High Value
10351,2779,Toys,Board Game,7,58.52,409.64,0.05,2024-07-20,bank_transfer,389.15799999999996,2024,July,bulk,Medium,High Value
10352,2988,Clothing,T-Shirt,1,216.8,216.8,0.15,2024-07-18,paypal,184.28,2024,July,single item,High,High Value
10353,2953,Clothing,T-Shirt,7,53.84,376.88,0.1,2025-07-02,credit_card,339.192,2025,July,bulk,Medium,High Value
10354,2473,Toys,Doll,1,311.45,311.45,0.0,2024-01-27,bank_transfer,311.45,2024,January,single item,High,High Value
10355,2946,Home & kitchen,Microwave,6,76.13,456.78,0.05,2025-02-01,bank_transfer,433.941,2025,February,bulk,Medium,High Value
10356,2151,Home & kitchen,Microwave,3,263.57,790.71,0.05,2023-04-17,credit_card,751.1745,2023,April,single item,High,High Value
10357,2415,Books,Non-Fiction,8,8.57,68.56,0.15,2024-09-05,credit_card,58.276,2024,September,bulk,Low,Normal Txn
10358,2990,Beauty,Perfume,6,161.72,970.32,0.1,2023-08-02,paypal,873.288,2023,August,bulk,High,High Value
10359,2298,Books,Comics,2,340.21,680.42,0.05,2024-03-20,paypal,646.3989999999999,2024,March,single item,High,High Value
10360,2611,Beauty,Lipstick,8,244.6,1956.8,0.05,2024-07-29,bank_transfer,1858.9599999999998,2024,July,bulk,High,High Value
10361,2263,Clothing,Jacket,5,489.24,2446.2,0.1,2024-12-04,credit_card,2201.58,2024,December,single item,High,High Value
10362,2764,Electronics,Laptop,8,437.68,3501.44,0.0,2023-04-12,paypal,3501.44,2023,April,bulk,High,High Value
10363,2144,Books,Fiction,8,182.74,1461.92,0.15,2023-06-13,bank_transfer,1242.632,2023,June,bulk,High,High Value
10364,2346,Books,Non-Fiction,6,27.52,165.12,0.1,2024-07-07,paypal,148.608,2024,July,bulk,Medium,High Value
10365,2624,Beauty,Foundation,2,423.59,847.18,0.05,2025-01-18,bank_transfer,804.8209999999999,2025,January,single item,High,High Value
10366,2572,Clothing,Sneakers,8,456.06,3648.48,0.1,2024-10-29,credit_card,3283.632,2024,October,bulk,High,High Value
10367,2881,Clothing,Jeans,6,411.21,2467.26,0.0,2024-02-20,credit_card,2467.26,2024,February,bulk,High,High Value
10368,2002,Beauty,Foundation,6,68.34,410.04,0.05,2023-12-16,credit_card,389.538,2023,December,bulk,Medium,High Value
10369,2897,Clothing,Jacket,8,498.97,3991.76,0.05,2024-03-26,credit_card,3792.172,2024,March,bulk,High,High Value
10370,2304,Toys,Lego,1,133.0,133.0,0.05,2024-01-23,paypal,126.35,2024,January,single item,High,High Value
10371,2254,Home & kitchen,Microwave,2,363.48,726.96,0.05,2024-08-20,credit_card,690.612,2024,August,single item,High,High Value
10372,2652,Toys,Action Figure,9,454.48,4090.32,0.15,2023-06-16,credit_card,3476.772,2023,June,bulk,High,High Value
